source,page,index,xref,file,duplicate_of,heading,width,height,sha256
full188,52,1,398,full188-p052-img01-Musteri-Performans-Yonetimi.jpeg,,Müşteri Performans Yönetimi,552,435,c045f594145d1a476306fcc8073f9aecb51345406cb348d2d6d70e732373f181
full188,53,1,401,full188-p053-img01-Tahsil-Edilemeyen-Kredi-Alacaklarinda.jpeg,,Tahsil Edilemeyen Kredi Alacaklarında,840,630,427de2112a36e44b05518e214eb46c9a57c2828d1b32cfd1d3c0875de54fa2ce
full188,54,1,404,full188-p054-img01-Islem-Sonrasi-Cozumler.jpeg,,İşlem-Sonrası Çözümler,517,409,8ed7d373db9fbef688d6389da31ff5d706563f2808bb3aacb411723c71ec4183
full188,55,1,407,full188-p055-img01-Satin-Alma-ve-Birlesme-Hizmetleri.jpeg,,Satın Alma ve Birleşme Hizmetleri,541,427,40e938b1f0060e5bd4ebc4eadf0182dfa21841d36e7069c02b95caa30c3b0bc5
full188,56,1,410,full188-p056-img01-Islem-Tecrubesi-Projenin-ilk-dusunce-asamasindan-p.jpeg,,İşlem Tecrübesi – Projenin ilk düşünce aşamasından proje bitimine /,533,382,2e6f2cda31064d57e82d04bb69e1000b6d9530e27f615efbb8ac46925ea0c01b
full188,57,1,413,full188-p057-img01-Degerleme-ve-Modelleme-Hizmetleri.jpeg,,Değerleme ve Modelleme Hizmetleri,620,261,8731c4db03a65b0667a7760716da16177e1ba250676eb884cc140bc70e699c4e
full188,58,1,416,full188-p058-img01-Proje-Finansmani.jpeg,,Proje Finansmanı,620,413,b11d3b7aeff3f8794fe5975aa61859688286d3c68c9610bede23c144b6b550e9
full188,59,1,419,full188-p059-img01-Gayrimenkul.jpeg,,Gayrimenkul,604,376,7da6ac6f781ae39b15f7c879ec943500f39f742ce1b8eec65ca445a2732dcdc0
full188,60,1,422,full188-p060-img01-Alici-Sirketlere-Satin-Alma-Oncesi-Durum-Tespiti.jpeg,,Alıcı Şirketlere: Satın Alma Öncesi Durum Tespiti,672,504,8703450a97544dfaa041808174587a265d14659d21b70a64ce59ff487a18f655
full188,61,1,425,full188-p061-img01-Satilacak-Sirketlere-Danismanlik-Hizmetleri.jpeg,,Satılacak Şirketlere Danışmanlık Hizmetleri,597,503,c25f6bf1e45677fe37ee5283ffd1fbd416514ac2d90854aeb51853710453e184
full188,62,1,429,full188-p062-img01-Satilacak-Sirkette-Durum-Tespiti-Calismasi.jpeg,,Satılacak Şirkette Durum Tespiti Çalışması:,670,366,ad38f2e6e3bed7612789c8d34be560a823c4af8fe3255c85be2718d01fb6ca01
full188,63,1,432,full188-p063-img01-Deger-Yaratmak-Satilacak-Sirkette-Durum-Tespiti-ca.jpeg,,Değer Yaratmak: 'Satılacak Şirkette Durum Tespiti' çalışması satılan firmayı işlem,436,125,2525631f66e50b6aca91a53c47a9dec93e718fedcc1dbbbbb053f241daf7696f
full188,64,1,435,full188-p064-img01-Tahsil-Edilemeyen-Kredi-Alacaklarinda.jpeg,,Tahsil Edilemeyen Kredi Alacaklarında,620,465,9199f273df68eabedd5bd07cb0a499b2762e6db3e2cccf0d38577492a1e37317
full188,65,1,438,full188-p065-img01-Islem-Sonrasi-Cozumler.jpeg,,İşlem-Sonrası Çözümler,507,367,8602c2138a24f05cba2b9c2f6150e633e29bd2910f24c65f1ae226a1eb90fde3
full188,66,1,441,full188-p066-img01-Satin-Alma-ve-Birlesme-Hizmetleri.jpeg,,Satın Alma ve Birleşme Hizmetleri,450,331,62e7ece6cfc6ff0a580b370d67e3a0be1f7385899622b1ddc948f39fd8459d56
full188,67,1,444,full188-p067-img01-Islem-tecrubesi-Projenin-ilk-dusunce-asamasindan-p.jpeg,,İşlem tecrübesi – Projenin ilk düşünce aşamasından proje bitimine /,620,413,a5e2f0036d74e392380303fc692d851de611354ace0554c0ec7f2143fa8cb11d
full188,68,1,447,full188-p068-img01-Degerleme-ve-Modelleme-Hizmetleri.jpeg,,Değerleme ve Modelleme Hizmetleri,480,307,6c74359e18c6ffcc92853a8439de160f118021bee4eda05a250f74941472900c
full188,69,1,450,full188-p069-img01-Proje-Finansmani.jpeg,,Proje Finansmanı,620,349,33689c95461e4b7d6ea219060cb8eed854098d25078a6dd9ed3c1cb957f4d331
full188,76,1,471,full188-p076-img01-Finansal-Hizmetler-Risk-Yonetimi.jpeg,,Finansal Hizmetler Risk Yönetimi,445,268,781589f96e381187bc1eb54b983590d48bc8cd9482373053127d196837d15b1e
full188,77,1,474,full188-p077-img01-Hizmet-Verilen-Baslica-Alanlar.jpeg,,Hizmet Verilen Başlıca Alanlar:,718,523,f176f0ebaae7a5efceb2ec5bb8ea74d487c9b7475bb8fe0d439f0673e577d1c6
full188,78,1,441,,full188-p066-img01-Satin-Alma-ve-Birlesme-Hizmetleri.jpeg,Aktüer ya Hizmetleri,450,331,
full188,79,1,478,full188-p079-img01-Hizmet-Verilen-Baslica-Alanlar.jpeg,,Hizmet Verilen Başlıca Alanlar:,472,303,558ecf6195e8e28e46f9374868ca9c5da304c20cf32e4a775a4eabf1b2659b20
full188,80,1,481,full188-p080-img01-Satin-alma-Danismanlik-ve-Destek.jpeg,,Satın alma Danışmanlık ve Destek,616,348,2d0a229bd8408971677aea1fd23a1dd5bf01ca5a359eb29735b06efbe6a9cb33
full188,81,1,484,full188-p081-img01-Vergi-Danismanlik-Hizmetleri.jpeg,,Vergi Danışmanlık Hizmetleri,513,393,9cd73ca7afcee660a25a39f6f38d6f49d9f6826a2d9665c7dc2e51ff599cd582
full188,82,1,488,full188-p082-img01-Stratejik-Vergi-Planlamasi-Danismanlik.jpeg,,Stratejik Vergi Planlaması Danışmanlık,620,412,f9c4f23c56bc78a9c559de47a5c6650b1140423bc1cd0ea049ce19e68514f03a
full188,83,1,491,full188-p083-img01-Operasyon-el-Vergi-Planlama-Hizmetleri.jpeg,,Operasyon el Vergi Planlama Hizmetleri,840,630,907593c3fabc8c40be3be058731611b259c33bfd8e8046ac9685ec2ccd287bc2
full188,84,1,494,full188-p084-img01-Dolayli-Vergi-Danismanlik-Hizmetleri.jpeg,,Dolaylı Vergi Danışmanlık Hizmetleri,557,517,3f16ccebb265a6fb73c51e74bd5742ac82bf437b34eaacc648c1275bbefbd48c
full188,85,1,497,full188-p085-img01-Uluslararasi-Vergi-Danismanlik-Hizmetleri.jpeg,,Uluslararası Vergi Danışmanlık Hizmetleri,561,420,443027381dc8cd3cdc1efe72dc1bff27031af4c266a8754438b549ccc0517ce0
full188,86,1,500,full188-p086-img01-kapsaminda-dunyanin-en-buyuk-cokuluslu-firmalari-i.jpeg,,kapsamında  dünyanın  en  büyük  çokuluslu  firmaları  ile  Avrupa’nın  önde  gelen,681,190,8fb30779494b806cf3832b0d0895606b8e539d0ae27ed69ef5b0864461f7b7e3
full188,87,1,503,full188-p087-img01-Transfer-Fiyatlandirmasi-Danismanlik.jpeg,,Transfer Fiyatlandırması Danışmanlık,838,523,99c3b21a857927cc80bb17af40e332d9c266b30c6126b631fd6c35da827ffb85
full188,88,1,304,,full188-p022-img01-Duzgun-bir-gecis.jpeg,Bu  husus  ise  ancak  ilgili  konularda  gösterim  ve  tecrübe  sahibi  uzmanların,489,186,
full188,89,1,444,,full188-p067-img01-Islem-tecrubesi-Projenin-ilk-dusunce-asamasindan-p.jpeg,Vergi Uyuşmazlığı Danışmanlık Hizmetleri,620,413,
full188,90,1,398,,full188-p052-img01-Musteri-Performans-Yonetimi.jpeg,Bireysel Vergi Danışmanlık Hizmetleri,552,435,
full188,91,1,509,full188-p091-img01-Vergi-Denetimi-Danismanligi-ve-Tasdik.jpeg,,Vergi Denetimi Danışmanlığı ve Tasdik,473,285,2d8646824e9f5e7ec186233b0dadfa62cab7e794e7fef687bbd0f0d061f07c8f
full188,92,1,512,full188-p092-img01-Mali-Muhasebe-Hizmetleri.jpeg,,Mali Muhasebe Hizmetleri,620,402,65aa13e3ae0182d6d78213f307ec10c592b0c9dcf4014b5cb902497d5ba8359b
full188,93,1,515,full188-p093-img01-Muhasebe-Destegi-ve-Danismanligi.jpeg,,Muhasebe Desteği ve Danışmanlığı,475,777,2ed3bc2eddb1c3d4f00349e63c677b162786aa32fe64e94f0d103efef125becd
full188,94,1,518,full188-p094-img01-Kurumsal-Finansman-Danismanlik.jpeg,,Kurumsal Finansman Danışmanlık,953,367,29fc69a34731252c4a6277100e76edb4af182638e0781c785d8c46bdeaca80a3
full188,95,1,521,full188-p095-img01-Kurumsal-Finansman-Destek-Hizmetleri.jpeg,,Kurumsal Finansman Destek Hizmetleri,920,176,2da4e4d833907e64b06a9387e63f5c43e3025e8d1860ff8208c51f1d87f9e48c
full188,96,1,524,full188-p096-img01-Teknoloji-ve-Bilgi-Guvenligi-Risk-Hizmetleri.jpeg,,Teknoloji ve Bilgi Güvenliği Risk Hizmetleri,300,360,1d51f5bbabaa87ce26c31e7d2aedb6c7ceeba95479de1dc3540a722a8a9797ee
full188,97,1,527,full188-p097-img01-Bilgi-Teknolojileri-BT-Etkinligi-Hizmetleri.jpeg,,Bilgi Teknolojileri (BT) Etkinliği Hizmetleri,483,350,860673a518ebbbc20765bb8e35576a043ac4a10a610bdbff3760843d34ce8039
full188,100,1,532,full188-p100-img01-Finansal-Risk-Yonetimi.jpeg,,Finansal Risk Yönetimi,466,341,a4f63e7de540f8db39b0174afebd6a10fd1732ecb53b7a91f9c064316b82e01a
full188,101,1,535,full188-p101-img01-BDDK-Bankacilik-Duzenleme-ve-Denetleme-Kurumu-duze.jpeg,,"BDDK-  (Bankacılık  Düzenleme  ve  Denetleme  Kurumu), düzenli  olarak  yaptığı",750,335,2e0437915ad7d9670446190c9257acd61f633aa59d453ce5a8645e778f910e97
full188,102,1,539,full188-p102-img01-Danismanlik-Hizmetleri.jpeg,,Danışmanlık Hizmetleri,508,367,5f35b8df88f9c3fce8324496c25d26f91328e6fae181a7e7baad9c6fca68602d
full188,103,1,542,full188-p103-img01-Kurumsal-Performans-Iyilestirme.jpeg,,Kurumsal Performans İyileştirme,298,324,05a01f7d1f25edb65dc422d3d69e6d145ada83cf3473ef31943d94da5ce1a28c
full188,104,1,545,full188-p104-img01-page.jpeg,,,484,519,eee65bc5dac900d4952de0920257cb7bf5509f4dad92fc1d2fde615670fa305c
full188,105,1,548,full188-p105-img01-Kurumsal-Performansin-Iyilestirmesinde-odaklanilac.jpeg,,Kurumsal Performansın İyileştirmesinde odaklanılacak alanlar:,587,175,62a90344a68656244d2eb51ba4700b64aae0514c9f71271a98d441a784749d7f
full188,106,1,355,,full188-p038-img01-Yeniden-Yapilandirma.jpeg,Mali İşler Etkinliği,440,323,
full188,107,1,478,,full188-p079-img01-Hizmet-Verilen-Baslica-Alanlar.jpeg,"Farklı  birçok  sektördeki  müşterilerimizle  edindiğimiz  tecrübelerimize  dayanarak,",472,303,
full188,108,1,553,full188-p108-img01-Isinizin-bir-parcasi-olarak.jpeg,,İşinizin bir parçası olarak,462,300,f0df7ab40033485f268e870fa6801b8519be9b090ed89e63ea7524566eec4d27
full188,109,1,556,full188-p109-img01-ve-BT-Bilgi-Teknolojileri-performansini-nasil-yont.jpeg,,ve BT- Bilgi Teknolojileri performansını nasıl yöntemleri ve derin sektör bilgimizi,368,307,43bf07a941e1512f222b2237015d60eb85bd8dee9c09c5c1b69df3444c34d7da
full188,110,1,559,full188-p110-img01-Kurumsal-Yonetim-Risk-ve-Raporlama.jpeg,,"Kurumsal Yönetim, Risk ve Raporlama",762,403,5f0d2eeb8b7be3be5ddb01295b9e103727a5c7e1b7ca32b74d24ab93cbbe6205
full188,111,1,562,full188-p111-img01-page.jpeg,,,320,324,64c80572197d9689a2f1f1281fec17d68c67f2c48ccad5c5c25806bc45d9fa6e
full188,113,1,566,full188-p113-img01-Danismanlik-Hizmetlerinin-Kurumsal-Yonetim-Risk-ve.jpeg,,"Danışmanlık  Hizmetlerinin  Kurumsal  Yönetim,  Risk  ve  Raporlama",747,483,da81d3495b353c2a7d3694a06eb13c182568fe3e7d8d8c7d9f560ca3d558587e
full188,114,1,569,full188-p114-img01-Operasyon-Etkinligi.jpeg,,Operasyon Etkinliği,486,364,de9fce25fd8d7d5ebc87b2a4da9a2038099c9f28cbd3a75ce7622ae0c724e248
full188,116,1,573,full188-p116-img01-Asagidaki-durumlar-sizin-icinde-gecerli-mi.jpeg,,Aşağıdaki durumlar sizin içinde geçerli mi?,400,300,3e524727a5d18174028a8fc881d1811c25592f0f6c9c1a34aad742cc8b61799f
full188,117,1,576,full188-p117-img01-Musterilerimize-operasyon-etkinligi-ve-verimliligi.jpeg,,"Müşterilerimize, operasyon etkinliği ve verimliliği süreç iyileştirme, kurum çapında",647,484,232649e26bab476500fb7e161b6aea4d76a36d69d1a3c792f8da43a4a2ff1b70
full188,118,1,579,full188-p118-img01-Kurumsal-Finansman-Hizmetleri.jpeg,,Kurumsal Finansman Hizmetleri,755,583,cdf46d1f3faf826ab880d9e1597f91d8c1851f2cc8b3f0326e0d0ef6b433caf6
full188,119,1,582,full188-p119-img01-Sirket-Birlesmeleri-ve-Satin-Almalar.jpeg,,Şirket Birleşmeleri ve Satın Almalar,480,370,5de07546bcf7fb13bace29e355ab29a99e52d969ed3ab9b3e4c7fd39072ec001
full188,120,1,585,full188-p120-img01-Sirket-Degerlemeleri.jpeg,,Şirket Değerlemeleri,445,295,17bf7833205c596b90044f8fb80292a96c2c57b0eb0590f34a325c5ddf859ad9
full188,121,1,588,full188-p121-img01-Halka-Arz-Danismanligi.jpeg,,Halka Arz Danışmanlığı,484,375,bed1e865cf726f70f4f3e1e582fcea1745818c6e8b1a0d3f6aa6042d1f113295
full188,122,1,594,full188-p122-img01-Satis-Danismanligi.jpeg,,Satış Danışmanlığı,704,949,6dd183d23760d37b9159621d4185148bac0995e25b52b2ce77971f1a9f2e5657
full188,123,1,398,,full188-p052-img01-Musteri-Performans-Yonetimi.jpeg,Finansal Yapılandırma ve Kriz Yönetimi,552,435,
full188,124,1,416,,full188-p058-img01-Proje-Finansmani.jpeg,Ticarî Anlaşmazlık Çözümleri ve Suiistimal,620,413,
full188,125,1,599,full188-p125-img01-Suiistimalin-Onlenmesi.jpeg,,Suiistimalin Önlenmesi:,580,146,9118618491edf177cb8347abd2d21034725939b8a092ad5729db1ba32cdcfcd7
full188,126,1,602,full188-p126-img01-Kara-para-aklanmasi-ile-ilgili-hizmetlerimiz.jpeg,,Kara para aklanması ile ilgili hizmetlerimiz:,470,353,b654f48aafc2046b676f02897f956e9dfb986eddf23f34697d086ad59d694b4e
full188,127,1,605,full188-p127-img01-Yeniden-Yapilandirma-Hizmetleri.jpeg,,Yeniden Yapılandırma Hizmetleri,620,264,39150f08e8d84efc6efd1d6954aa3ac3c5a08768b480be531a5258bcab3d6379
full188,128,1,608,full188-p128-img01-Alacak-yonetimi-ve-alacak-satisi.jpeg,,Alacak yönetimi ve alacak satışı:,463,370,332220751280b8864491c094307a5a678ca5b02230c74b9a64c84dd69b94359d
